0,1.00267
1,0.981361
2,0.970886
3,0.985306
4,1.00126
5,1.01764
6,1.01942
7,0.999806
8,1.00375
9,0.987622
10,0.98118
11,0.991648
12,1.00027
13,0.983351
14,0.978577
15,0.973097
16,0.978576
17,0.996902
18,0.993923
19,0.996272
20,0.98969
21,0.990946
22,0.978116
23,1.00012
24,1.00876
25,1.00127
26,1.00441
27,1.00152
28,1.01168
29,1.00516
30,1.00599
31,0.998942
32,1.00202
33,1.01491
34,0.98994
35,0.966917
36,0.963648
37,0.967074
38,0.970873
39,0.971356
40,0.972587
41,0.976172
42,0.956034
43,0.949277
44,0.958636
45,0.96718
46,0.965653
47,0.979306
48,0.971308
49,0.969254
50,0.976399
51,0.98571
52,0.995155
53,0.993953
54,1.00212
55,1.02576
56,1.02574
57,1.04199
58,1.04539
59,1.05409
60,1.04139
61,1.02144
62,1.00796
63,1.01201
64,1.0014
65,1.01343
66,1.02649
67,1.01453
68,0.990468
69,1.0011
70,0.98094
71,1.0105
72,0.996628
73,0.986672
74,0.995981
75,1.02999
76,1.03851
77,1.03513
78,1.02807
79,1.00328
80,0.935054
81,0.947989
82,0.959358
83,0.940415
84,0.949632
85,0.962116
86,0.978405
87,0.986791
88,0.997823
89,0.992818
90,0.989254
91,0.986271
92,0.99041
93,1.01049
94,0.987942
95,0.988644
96,0.976489
97,0.962576
98,0.957815
99,0.964259
100,0.967915
101,0.963197
102,0.97687
103,0.958916
104,0.944625
105,0.936839
106,0.935023
107,0.931399
108,0.929576
109,0.937881
110,0.932411
111,0.932755
112,0.947066
113,0.951296
114,0.979514
115,0.989576
116,1.01749
117,0.956325
118,0.99633
119,0.97673
120,0.928674
121,0.927287
122,0.930823
123,0.932319
124,0.925744
125,0.928255
126,0.931112
127,0.938938
128,0.951602
129,0.941859
130,0.953196
131,0.953638
132,0.960022
133,0.931559
134,0.937244
135,0.952547
136,0.954148
137,0.965762
138,0.950054
139,0.966922
140,0.942278
141,0.925379
142,0.921277
143,0.920254
144,0.923506
145,0.922468
146,0.936975
147,0.914327
148,0.922349
149,0.904574
150,0.914115
151,0.912785
152,0.915447
153,0.927647
154,0.944679
155,0.940559
156,0.940111
157,0.934709
158,0.934439
159,0.931449
160,0.941017
161,0.950025
162,0.949603
163,0.957876
164,0.938477
165,0.941989
166,0.95898
167,0.952967
168,0.958395
169,0.97206
170,0.972416
171,0.974227
172,0.971284
173,0.947604
174,0.954746
175,0.97542
176,0.989051
177,0.987211
178,1.00027
179,0.990461
180,1.00836
181,0.99413
182,0.998667
183,0.990957
184,0.991821
185,0.998378
186,1.01752
187,1.0199
188,1.02775
189,1.01302
190,1.02205
191,1.01787
192,1.01661
193,1.02364
194,1.02838
195,1.03497
196,1.0429
197,1.05311
198,1.06575
199,1.07026
200,1.08012
201,1.07555
202,1.07487
203,1.05493
204,1.05237
205,1.07845
206,1.07415
207,1.07032
208,1.06779
209,1.04748
210,1.06359
211,1.09261
212,1.11208
213,1.10079
214,1.10008
215,1.10522
216,1.11993
217,1.11957
218,1.12062
219,1.10622
220,1.08107
221,1.10517
222,1.10719
223,1.10912
224,1.11434
225,1.11714
226,1.1191
227,1.1231
228,1.12172
229,1.12262
230,1.12316
231,1.12249
232,1.13016
233,1.12372
234,1.10028
235,1.08279
236,1.07592
237,1.09599
238,1.08088
239,1.09033
240,1.07224
241,1.08496
242,1.09271
243,1.08237
244,1.07205
245,1.06534
246,1.08283
247,1.09293
248,1.0753
249,1.05971
250,1.10732
251,1.09455
252,1.07036
253,1.0665
254,1.07005
255,1.08724
256,1.08842
257,1.09104
258,1.10158
259,1.10077
260,1.12348
261,1.1193
262,1.11327
263,1.10636
264,1.10335
265,1.10697
266,1.10754
267,1.10598
268,1.09852
269,1.10009
270,1.09603
271,1.1011
272,1.11218
273,1.12606
274,1.11607
275,1.13477
276,1.15747
277,1.1417
278,1.12239
279,1.10121
280,1.09581
281,1.09155
282,1.08373
283,1.09368
284,1.10333
285,1.11279
286,1.12751
287,1.12896
288,1.11714
289,1.11638
290,1.13855
291,1.12369
292,1.11183
293,1.10214
294,1.10082
295,1.08859
296,1.09537
297,1.10031
298,1.09304
299,1.08032
300,1.08618
301,1.07823
302,1.10311
303,1.086
304,1.05746
305,1.10031
306,1.17325
307,1.17289
308,1.17101
309,1.1611
310,1.1517
311,1.1412
312,1.12767
313,1.1351
314,1.13396
315,1.11868
316,1.14446
317,1.1366
318,1.13445
319,1.12905
320,1.11855
321,1.11908
322,1.11041
323,1.12134
324,1.12654
325,1.13943
326,1.16198
327,1.16516
328,1.16967
329,1.18018
330,1.19214
331,1.21317
332,1.23817
333,1.24066
334,1.25169
335,1.25439
336,1.23895
337,1.24694
338,1.23981
339,1.22801
340,1.21445
341,1.21158
342,1.21558
343,1.22474
344,1.23337
345,1.23661
346,1.23966
347,1.23662
348,1.26425
349,1.26757
350,1.27966
351,1.27664
352,1.31837
353,1.33012
354,1.34865
355,1.35917
356,1.35791
357,1.36883
358,1.33056
359,1.33935
360,1.34935
361,1.37499
362,1.3735
363,1.37264
364,1.36202
365,1.36495
366,1.36127
367,1.39597
368,1.35502
369,1.42266
370,1.42607
371,1.41867
372,1.4235
373,1.4358
374,1.41578
375,1.43017
376,1.4176
377,1.41693
378,1.39414
379,1.40817
380,1.42069
381,1.39735
382,1.38573
383,1.40186
384,1.39288
385,1.36904
386,1.37044
387,1.3824
388,1.37913
389,1.44238
390,1.40709
391,1.3924
392,1.41492
393,1.45737
394,1.44519
395,1.44246
396,1.447
397,1.44535
398,1.4501
399,1.47225
400,1.50129
401,1.50117
402,1.52428
403,1.59917
404,1.57754
405,1.57877
406,1.56881
407,1.56483
408,1.56901
409,1.56599
410,1.59654
411,1.59219
412,1.59798
413,1.60086
414,1.58947
415,1.56722
416,1.60261
417,1.59636
418,1.61381
419,1.63894
420,1.64365
421,1.63206
422,1.61297
423,1.58283
424,1.57226
425,1.57511
426,1.55937
427,1.55388
428,1.5348
429,1.52506
430,1.5684
431,1.59721
432,1.67279
433,1.64012
434,1.62881
435,1.61598
436,1.61897
437,1.61701
438,1.59914
439,1.59208
440,1.59515
441,1.60149
442,1.60887
443,1.6683
444,1.65237
445,1.63771
446,1.63849
447,1.63797
448,1.6116
449,1.64003
450,1.66824
451,1.66908
452,1.64449
453,1.66152
454,1.64505
455,1.66695
456,1.65946
457,1.63772
458,1.63072
459,1.62357
460,1.6188
461,1.6021
462,1.58878
463,1.60398
464,1.56868
465,1.66048
466,1.67763
467,1.6898
468,1.67928
469,1.68555
470,1.70764
471,1.71213
472,1.70807
473,1.70692
474,1.70467
475,1.69208
476,1.70888
477,1.68927
478,1.68437
479,1.6761
480,1.70443
481,1.71907
482,1.71622
483,1.71196
484,1.72631
485,1.70086
486,1.6755
487,1.72911
488,1.77593
489,1.74888
490,1.79303
491,1.79228
492,1.79028
493,1.84099
494,1.84082
495,1.85126
496,1.83131
497,1.84802
498,1.82843
499,1.78035
500,1.78215
501,1.85104
502,1.88073
503,1.81937
504,1.80326
505,1.78697
506,1.75731
507,1.78894
508,1.76736
509,1.80748
510,1.80933
511,1.81954
512,1.81768
513,1.82373
514,1.8001
515,1.75104
516,1.73732
517,1.69095
518,1.69181
519,1.67128
520,1.68215
521,1.67858
522,1.65537
523,1.68366
524,1.70482
525,1.70402
526,1.69161
527,1.69091
528,1.70747
529,1.74675
530,1.76181
531,1.74723
532,1.72158
533,1.73494
534,1.73908
535,1.7473
536,1.70247
537,1.67567
538,1.68621
539,1.66608
540,1.66165
541,1.62468
542,1.57798
543,1.57115
544,1.59021
545,1.59334
546,1.6308
547,1.6425
548,1.53737
549,1.53931
550,1.54216
551,1.5636
552,1.54066
553,1.50658
554,1.50838
555,1.50995
556,1.52528
557,1.54832
558,1.56436
559,1.54941
560,1.57235
561,1.55701
562,1.55463
563,1.56509
564,1.52493
565,1.55403
566,1.55659
567,1.54378
568,1.5414
569,1.56534
570,1.56749
571,1.57475
572,1.57783
573,1.54826
574,1.56948
575,1.58062
576,1.43465
577,1.42098
578,1.41972
579,1.40126
580,1.36633
581,1.35899
582,1.36957
583,1.39965
584,1.38183
585,1.36177
586,1.35182
587,1.36015
588,1.36644
589,1.3575
590,1.32752
591,1.34315
592,1.33038
593,1.33206
594,1.34459
595,1.31651
596,1.34517
597,1.42456
598,1.35081
599,1.34021
600,1.35878
601,1.35604
602,1.37548
603,1.32432
604,1.37687
605,1.36146
606,1.33812
607,1.36849
608,1.37062
609,1.40449
610,1.39282
611,1.42683
612,1.45249
613,1.4391
614,1.46026
615,1.43274
616,1.40773
617,1.3907
618,1.39261
619,1.39705
620,1.44685
621,1.44125
622,1.41599
623,1.40643
624,1.45238
625,1.44723
626,1.39693
627,1.45751
628,1.46329
629,1.45737
630,1.45975
631,1.42117
632,1.43033
633,1.43422
634,1.4243
635,1.42534
636,1.43703
637,1.42006
638,1.42171
639,1.45611
640,1.46899
641,1.52282
642,1.54581
643,1.52876
644,1.49556
645,1.49482
646,1.49937
647,1.49007
648,1.48159
649,1.51113
650,1.51173
651,1.51788
652,1.50748
653,1.50703
654,1.50604
655,1.52767
656,1.55454
657,1.56985
658,1.57329
659,1.58097
660,1.57789
661,1.57232
662,1.56128
663,1.57112
664,1.57434
665,1.55568
666,1.60733
667,1.5973
668,1.60598
669,1.60338
670,1.62143
671,1.6186
672,1.63962
673,1.6675
674,1.70643
675,1.71999
676,1.753
677,1.74536
678,1.72498
679,1.7089
680,1.69637
681,1.68802
682,1.68659
683,1.70285
684,1.66478
685,1.5894
686,1.57225
687,1.56072
688,1.57278
689,1.57073
690,1.5707
691,1.54327
692,1.56495
693,1.55381
694,1.52961
695,1.51708
696,1.43761
697,1.43593
698,1.45526
699,1.4674
700,1.45334
701,1.47978
702,1.49926
703,1.51873
704,1.55714
705,1.57007
706,1.56512
707,1.5952
708,1.60381
709,1.60968
710,1.60362
711,1.59532
712,1.61807
713,1.62486
714,1.61601
715,1.60703
716,1.62694
717,1.58516
718,1.57866
719,1.59751
720,1.60113
721,1.59264
722,1.59957
723,1.61512
724,1.60705
725,1.60143
726,1.6155
727,1.60461
728,1.59808
729,1.59813
730,1.58666
731,1.58601
732,1.57911
733,1.56509
734,1.55988
735,1.55414
736,1.54279
737,1.5322
738,1.54421
739,1.60857
740,1.59304
741,1.60992
742,1.60256
743,1.60483
744,1.6364
745,1.64199
746,1.63024
747,1.62083
748,1.65885
749,1.69288
750,1.71135
751,1.72274
752,1.74006
753,1.72539
754,1.73983
755,1.72948
756,1.69882
757,1.73678
758,1.75396
759,1.77986
760,1.78116
761,1.75661
762,1.77106
763,1.76347
764,1.77252
765,1.78142
766,1.78166
767,1.78251
768,1.73061
769,1.7152
770,1.71528
771,1.72442
772,1.73243
773,1.71923
774,1.69382
775,1.70508
776,1.72321
777,1.72329
778,1.72175
779,1.75856
780,1.7453
781,1.76926
782,1.73377
783,1.72557
784,1.72227
785,1.7287
786,1.7239
787,1.71332
788,1.72043
789,1.70013
790,1.78686
791,1.83653
792,1.81697
793,1.79512
794,1.76862
795,1.77574
796,1.78099
797,1.80157
798,1.80825
799,1.80764
800,1.81054
801,1.80159
802,1.79062
803,1.83206
804,1.86087
805,1.81214
806,1.81568
807,1.82813
808,1.89857
809,1.87023
810,1.87347
811,1.90246
812,1.90435
813,1.89354
814,1.90637
815,1.8888
816,1.90155
817,1.88644
818,1.8806
819,1.87542
820,1.85873
821,1.87406
822,1.89155
823,1.88587
824,1.90671
825,1.90921
826,1.90039
827,1.88268
828,1.88365
829,1.89667
830,1.90104
831,1.89639
832,1.90063
833,1.87959
834,1.88876
835,1.8773
836,1.88983
837,1.88273
838,1.89368
839,1.90366
840,1.90692
841,1.89679
842,1.86891
843,1.85624
844,1.85691
845,1.8364
846,1.86673
847,1.8456
848,1.8882
849,1.87764
850,1.8806
851,1.87893
852,1.88854
853,1.86641
854,1.85904
855,1.84063
856,1.85357
857,1.84691
858,1.85488
859,1.87115
860,1.85614
861,1.86597
862,1.90003
863,1.87588
864,1.87921
865,1.87568
866,1.90323
867,1.90407
868,1.89877
869,1.91894
870,2.00079
871,2.01326
872,2.03917
873,2.0538
874,2.06441
875,2.08863
876,2.09269
877,2.04251
878,2.05774
879,2.07044
880,2.11966
881,2.13217
882,2.13822
883,2.21818
884,2.22867
885,2.24927
886,2.12572
887,2.1481
888,2.15903
889,2.13352
890,2.08225
891,2.08946
892,2.14387
893,2.15925
894,2.16092
895,2.13669
896,2.12415
897,2.16575
898,2.15905
899,2.12047
900,2.13756
901,2.13537
902,2.13757
903,2.12279
904,2.11263
905,2.12221
906,2.10942
907,2.14813
908,2.18504
909,2.22785
910,2.19799
911,2.16281
912,2.15088
913,2.16067
914,2.16033
915,2.13968
916,2.12979
917,2.07021
918,2.03591
919,2.04488
920,2.06165
921,2.05602
922,2.06622
923,2.06891
924,2.04313
925,2.04171
926,2.0471
927,2.05143
928,2.03432
929,2.032
930,2.00523
931,2.03959
932,2.03174
933,2.10887
934,2.11617
935,2.07349
936,1.92441
937,1.89208
938,1.85747
939,1.92894
940,1.9543
941,1.94723
942,1.96495
943,1.9184
944,1.94901
945,1.97216
946,2.02531
947,2.02905
948,2.02842
949,2.0108
950,2.02189
951,1.98568
